Category,Product,Price,response
Cookies,"Little Debbie Oatmeal Creme Pies, 12 ct, 16.2 oz",1.072,0.0
Detergents-HeavyDuty-Liquid,"Purex Liquid Laundry Detergent Plus OXI, Stain Defense Technology, 128 Fluid Ounces, 85 Wash Loads",9.97,0.5
Soup,"Maruchan Ramen Noodle Chicken Flavor Soup, 3 Oz, 12 Count Shelf Stable Package",3.988,0.25
DairyProducts,"Land O Lakes Salted Stick Butter, 16 oz, 4 Sticks",4.224,0.125
Candy-Non-Chocolate,"HARIBO Goldbears Original Gummy Bears, 28.8 oz Stand Up Bag",0.0,0.875
PaperTowels,"Bounty Select-a-Size Paper Towels, 12 Double Rolls, White",8.872,0.125
Candy-Chocolate,"Hershey’s Milk Chocolate Candy, Bars 1.55 oz, 6 Count",5.184000000000001,0.25
FreshFruit,"Fresh Raspberries, 12 oz Container",0.0,0.625
FreshEggs,"Eggland’s Best Classic Extra Large White Eggs, 12 count",5.724,0.0
FrozenFoods,"Great Value All Natural Chicken Wing Sections, 4 lb (Frozen)",7.788,0.0
Dairy-Milk-Refrigerated,Great Value Milk Whole Vitamin D Gallon,5.488,0.0
Beer,"Stella Artois Lager, 12 Pack, 11.2 fl oz Glass Bottles, 5% ABV, Domestic Beer",31.46,0.125
Snacks-PotatoChips,"Lay’s Classic Potato Snack Chips, Party Size, 13 oz Bag",5.44,0.0
PaperTowels,"Bounty Select-a-Size Paper Towels, 12 Double Rolls, White",0.0,0.25
FrozenNovelties,"Pop-Ice Assorted Fruit Freezer Ice Pops, Gluten-Free Snack, 1.5 oz, 80 Count Fruit Pops",1.234,0.125
FruitDrinks,"Kool Aid Jammers Variety Pack with Tropical Punch, Grape & Cherry Kids Drink 0% Juice Box Pouches, 30 Ct Box, 6 fl oz Pouches",11.632,0.0
Cereal-ReadytoEat,"Cinnamon Toast Crunch Breakfast Cereal, Crispy Cinnamon Cereal, Family Size, 18.8 oz",1.972,0.125
RefrigeratedBacon,"Oscar Mayer Fully Cooked Original Bacon, 2.52 oz Box",6.832,0.0
Frankfurters-Refrigerated,"Oscar Mayer Classic Uncured Beef Franks Hot Dogs, 10 ct Pack",3.94,0.0
Candy-Non-Chocolate,"HARIBO Goldbears Original Gummy Bears, 28.8 oz Stand Up Bag",0.0,1.0
Soup,"Maruchan Ramen Noodle Chicken Flavor Soup, 3 Oz, 12 Count Shelf Stable Package",0.0,0.375
BabyMilkandMilkFlavoring,"Horizon Organic Shelf-Stable Whole Milk Boxes, 8 oz., 12 Pack",13.98,0.0
GroundandWholeBeanCoffee,"Folgers Classic Roast Ground Coffee, Medium Roast, 40.3-Ounce Canister",26.48,0.125
Lunchmeat-Sliced-Refrigerated,"Oscar Mayer Chopped Ham & Water product Deli Lunch Meat, 16 Oz Package",0.8660000000000001,0.125
Batteries,"Duracell Coppertop AA Battery, Long Lasting Double A Batteries, 16 Pack",9.582,0.0
FrozenNovelties,"Pop-Ice Assorted Fruit Freezer Ice Pops, Gluten-Free Snack, 1.5 oz, 80 Count Fruit Pops",3.702,0.0
Snacks-TortillaChips,"Doritos Nacho Cheese Tortilla Snack Chips, Party Size, 14.5 oz Bag",5.94,0.0
Bakery-FreshCakes,"Little Debbie Zebra Cakes, 13 oz",2.68,0.25
RefrigeratedDeliMeats,Goya Cooked Ham 16 oz,59.98,0.0
RefrigeratedEntrees,"John Soules Foods Chicken Breast Fajita Strips, Refrigerated, 16 oz, 18 g Protein per 3 oz Serving Size",3.588,0.375
DairyProducts,"Land O Lakes Salted Stick Butter, 16 oz, 4 Sticks",8.448,0.0
PaperTowels,"Bounty Select-a-Size Paper Towels, 12 Double Rolls, White",13.308,0.0
SoftDrinks-LowCalorie,"Coca-Cola Zero Sugar Soda Pop, 16.9 fl oz, 6 Pack Cans",8.288,0.0
ColdRemedies-Adult,"Equate Value Size Honey Lemon Cough Drops with Menthol, 160 Count",2.808,0.125
Lunchmeat-Sliced-Refrigerated,"Oscar Mayer Chopped Ham & Water product Deli Lunch Meat, 16 Oz Package",0.8660000000000001,0.0
Cookies,"Little Debbie Oatmeal Creme Pies, 12 ct, 16.2 oz",1.072,0.125
Snacks-TortillaChips,"Doritos Nacho Cheese Tortilla Snack Chips, Party Size, 14.5 oz Bag",1.1880000000000002,0.375
RefrigeratedBacon,"Oscar Mayer Fully Cooked Original Bacon, 2.52 oz Box",8.54,0.0
Soup,"Maruchan Ramen Noodle Chicken Flavor Soup, 3 Oz, 12 Count Shelf Stable Package",7.976000000000001,0.0
IceCream,"Haagen Dazs Coffee Ice Cream, Gluten Free, Kosher, 14.0 oz",0.0,0.875
Beer,"Stella Artois Lager, 12 Pack, 11.2 fl oz Glass Bottles, 5% ABV, Domestic Beer",18.876,0.0
DairyProducts,"Land O Lakes Salted Stick Butter, 16 oz, 4 Sticks",8.448,0.0
GroundandWholeBeanCoffee,"Folgers Classic Roast Ground Coffee, Medium Roast, 40.3-Ounce Canister",10.592,0.0
RefrigeratedBacon,"Oscar Mayer Fully Cooked Original Bacon, 2.52 oz Box",3.416,0.0
FrozenFoods,"Great Value All Natural Chicken Wing Sections, 4 lb (Frozen)",7.788,0.0
Dairy-Milk-Refrigerated,Great Value Milk Whole Vitamin D Gallon,6.272,0.0
Bakery-FreshCakes,"Little Debbie Zebra Cakes, 13 oz",5.36,0.0
Cookies,"Little Debbie Oatmeal Creme Pies, 12 ct, 16.2 oz",0.0,0.625
Snacks-PotatoChips,"Lay’s Classic Potato Snack Chips, Party Size, 13 oz Bag",5.44,0.125
SoftDrinks-LowCalorie,"Coca-Cola Zero Sugar Soda Pop, 16.9 fl oz, 6 Pack Cans",0.0,0.125
Lunchmeat-Sliced-Refrigerated,"Oscar Mayer Chopped Ham & Water product Deli Lunch Meat, 16 Oz Package",0.0,0.75
RefrigeratedEntrees,"John Soules Foods Chicken Breast Fajita Strips, Refrigerated, 16 oz, 18 g Protein per 3 oz Serving Size",7.176,0.125
FreshFruit,"Fresh Raspberries, 12 oz Container",5.688,0.0
RefrigeratedBacon,"Oscar Mayer Fully Cooked Original Bacon, 2.52 oz Box",0.854,0.25
Cereal-ReadytoEat,"Cinnamon Toast Crunch Breakfast Cereal, Crispy Cinnamon Cereal, Family Size, 18.8 oz",9.86,0.0
ToiletTissue,"Angel Soft Toilet Paper, 9 Mega Rolls, Soft and Strong Toilet Tissue",13.36,0.0
RefrigeratedDeliMeats,Goya Cooked Ham 16 oz,41.986,0.0
Soup,"Maruchan Ramen Noodle Chicken Flavor Soup, 3 Oz, 12 Count Shelf Stable Package",5.982,0.0
Batteries,"Duracell Coppertop AA Battery, Long Lasting Double A Batteries, 16 Pack",0.0,0.375
Beer,"Stella Artois Lager, 12 Pack, 11.2 fl oz Glass Bottles, 5% ABV, Domestic Beer",9.438,0.0
FrozenNovelties,"Pop-Ice Assorted Fruit Freezer Ice Pops, Gluten-Free Snack, 1.5 oz, 80 Count Fruit Pops",3.702,0.0
FruitDrinks,"Kool Aid Jammers Variety Pack with Tropical Punch, Grape & Cherry Kids Drink 0% Juice Box Pouches, 30 Ct Box, 6 fl oz Pouches",1.454,0.0
LightBeer(LowCalorie/Alcohol),"Bud Light Beer, 24 Pack, 12 fl oz Aluminum Cans, 4.2% ABV, Domestic Lager",25.176,0.0
SoftDrinks-LowCalorie,"Coca-Cola Zero Sugar Soda Pop, 16.9 fl oz, 6 Pack Cans",9.324,0.25
RefrigeratedDeliMeats,Goya Cooked Ham 16 oz,11.996,0.0
GroundandWholeBeanCoffee,"Folgers Classic Roast Ground Coffee, Medium Roast, 40.3-Ounce Canister",5.296,0.0
SoftDrinks-Carbonated,"Coca-Cola Soda Pop, 12 fl oz, 12 Pack Cans",9.912,0.0
Dairy-Milk-Refrigerated,Great Value Milk Whole Vitamin D Gallon,1.568,0.125
Yogurt-Refrigerated,"Chobani Non-Fat Greek Yogurt, Vanilla Blended 32 oz, Plastic",8.928,0.0
Batteries,"Duracell Coppertop AA Battery, Long Lasting Double A Batteries, 16 Pack",22.358,0.0
Yogurt-Refrigerated,"Chobani Non-Fat Greek Yogurt, Vanilla Blended 32 oz, Plastic",4.464,0.0
LightBeer(LowCalorie/Alcohol),"Bud Light Beer, 24 Pack, 12 fl oz Aluminum Cans, 4.2% ABV, Domestic Lager",29.372,0.0
FreshFruit,"Fresh Raspberries, 12 oz Container",6.636,0.125
Cookies,"Little Debbie Oatmeal Creme Pies, 12 ct, 16.2 oz",3.216,0.0
FruitJuice,"Capri Sun Variety Pack with Fruit Punch, Strawberry Kiwi & Pacific Cooler Juice Box Pouches, 30 ct Box, 6 fl oz Pouches",16.974,0.0
CatFood-WetType,Purina Fancy Feast Chicken Feast Classic Grain Free Wet Cat Food Pate - 3 oz. Can,0.88,0.75
BabyMilkandMilkFlavoring,"Horizon Organic Shelf-Stable Whole Milk Boxes, 8 oz., 12 Pack",19.572,0.0
Frankfurters-Refrigerated,"Oscar Mayer Classic Uncured Beef Franks Hot Dogs, 10 ct Pack",1.576,0.0
PetSupplies-DogFood,"Purina Dog Chow Complete, Dry Dog Food for Adult Dogs High Protein, Real Chicken, 44 lb Bag",17.502,0.125
ColdRemedies-Adult,"Equate Value Size Honey Lemon Cough Drops with Menthol, 160 Count",3.744,0.125
RefrigeratedDeliMeats,Goya Cooked Ham 16 oz,59.98,0.0
ToiletTissue,"Angel Soft Toilet Paper, 9 Mega Rolls, Soft and Strong Toilet Tissue",8.016,0.0
Yogurt-Refrigerated,"Chobani Non-Fat Greek Yogurt, Vanilla Blended 32 oz, Plastic",2.232,0.25
Beer,"Stella Artois Lager, 12 Pack, 11.2 fl oz Glass Bottles, 5% ABV, Domestic Beer",25.168000000000003,0.0
SoftDrinks-LowCalorie,"Coca-Cola Zero Sugar Soda Pop, 16.9 fl oz, 6 Pack Cans",1.036,0.75
RefrigeratedEntrees,"John Soules Foods Chicken Breast Fajita Strips, Refrigerated, 16 oz, 18 g Protein per 3 oz Serving Size",3.588,0.0
Lunchmeat-Sliced-Refrigerated,"Oscar Mayer Chopped Ham & Water product Deli Lunch Meat, 16 Oz Package",7.794,0.0
GroundandWholeBeanCoffee,"Folgers Classic Roast Ground Coffee, Medium Roast, 40.3-Ounce Canister",0.0,0.0
DairyProducts,"Land O Lakes Salted Stick Butter, 16 oz, 4 Sticks",7.391999999999999,0.0
RefrigeratedDeliMeats,Goya Cooked Ham 16 oz,53.982,0.0
LightBeer(LowCalorie/Alcohol),"Bud Light Beer, 24 Pack, 12 fl oz Aluminum Cans, 4.2% ABV, Domestic Lager",4.196000000000001,0.625
Cereal-ReadytoEat,"Cinnamon Toast Crunch Breakfast Cereal, Crispy Cinnamon Cereal, Family Size, 18.8 oz",7.888,0.125
Batteries,"Duracell Coppertop AA Battery, Long Lasting Double A Batteries, 16 Pack",9.582,0.0
FreshFruit,"Fresh Raspberries, 12 oz Container",9.48,0.0
FrozenNovelties,"Pop-Ice Assorted Fruit Freezer Ice Pops, Gluten-Free Snack, 1.5 oz, 80 Count Fruit Pops",2.468,0.0
FrozenItalianEntrees,"Smart Ones Three Cheese Ziti Marinara Frozen Meal, 9 Oz Box",3.164,0.0
PainRemedies-Headache,"Tylenol Extra Strength Caplets with 500 mg Acetaminophen, 100 Ct",8.776000000000002,0.125
FreshEggs,"Eggland’s Best Classic Extra Large White Eggs, 12 count",5.088000000000001,0.0
FrozenFoods,"Great Value All Natural Chicken Wing Sections, 4 lb (Frozen)",25.96,0.125
FreshEggs,"Eggland’s Best Classic Extra Large White Eggs, 12 count",0.6360000000000001,0.0
Snacks-TortillaChips,"Doritos Nacho Cheese Tortilla Snack Chips, Party Size, 14.5 oz Bag",5.94,0.0
PainRemedies-Headache,"Tylenol Extra Strength Caplets with 500 mg Acetaminophen, 100 Ct",19.746,0.0
FruitJuice,"Capri Sun Variety Pack with Fruit Punch, Strawberry Kiwi & Pacific Cooler Juice Box Pouches, 30 ct Box, 6 fl oz Pouches",7.544,0.0
Soup,"Maruchan Ramen Noodle Chicken Flavor Soup, 3 Oz, 12 Count Shelf Stable Package",5.982,0.0
CatFood-WetType,Purina Fancy Feast Chicken Feast Classic Grain Free Wet Cat Food Pate - 3 oz. Can,0.352,0.25
FrozenFoods,"Great Value All Natural Chicken Wing Sections, 4 lb (Frozen)",23.364,0.0
Snacks-PotatoChips,"Lay’s Classic Potato Snack Chips, Party Size, 13 oz Bag",7.616,0.0
Frankfurters-Refrigerated,"Oscar Mayer Classic Uncured Beef Franks Hot Dogs, 10 ct Pack",0.0,0.25
RefrigeratedBacon,"Oscar Mayer Fully Cooked Original Bacon, 2.52 oz Box",0.854,0.0
FreshEggs,"Eggland’s Best Classic Extra Large White Eggs, 12 count",3.816,0.125
Candy-Chocolate,"Hershey’s Milk Chocolate Candy, Bars 1.55 oz, 6 Count",12.96,0.0
Soup,"Maruchan Ramen Noodle Chicken Flavor Soup, 3 Oz, 12 Count Shelf Stable Package",17.946,0.0
Cookies,"Little Debbie Oatmeal Creme Pies, 12 ct, 16.2 oz",4.288,0.0
SoftDrinks-LowCalorie,"Coca-Cola Zero Sugar Soda Pop, 16.9 fl oz, 6 Pack Cans",5.18,0.625
LightBeer(LowCalorie/Alcohol),"Bud Light Beer, 24 Pack, 12 fl oz Aluminum Cans, 4.2% ABV, Domestic Lager",25.176,0.375
FruitDrinks,"Kool Aid Jammers Variety Pack with Tropical Punch, Grape & Cherry Kids Drink 0% Juice Box Pouches, 30 Ct Box, 6 fl oz Pouches",8.723999999999998,0.125
Dairy-Milk-Refrigerated,Great Value Milk Whole Vitamin D Gallon,4.704,0.0
Lunchmeat-Sliced-Refrigerated,"Oscar Mayer Chopped Ham & Water product Deli Lunch Meat, 16 Oz Package",6.061999999999999,0.0
Snacks-PotatoChips,"Lay’s Classic Potato Snack Chips, Party Size, 13 oz Bag",5.44,0.125
FrozenNovelties,"Pop-Ice Assorted Fruit Freezer Ice Pops, Gluten-Free Snack, 1.5 oz, 80 Count Fruit Pops",11.106,0.0
PaperTowels,"Bounty Select-a-Size Paper Towels, 12 Double Rolls, White",44.36,0.0
ColdRemedies-Adult,"Equate Value Size Honey Lemon Cough Drops with Menthol, 160 Count",7.487999999999999,0.0
FrozenFoods,"Great Value All Natural Chicken Wing Sections, 4 lb (Frozen)",18.172,0.0
Lunchmeat-Sliced-Refrigerated,"Oscar Mayer Chopped Ham & Water product Deli Lunch Meat, 16 Oz Package",6.928000000000001,0.0
FreshEggs,"Eggland’s Best Classic Extra Large White Eggs, 12 count",1.908,0.0
SoftDrinks-LowCalorie,"Coca-Cola Zero Sugar Soda Pop, 16.9 fl oz, 6 Pack Cans",10.36,0.0
Cereal-ReadytoEat,"Cinnamon Toast Crunch Breakfast Cereal, Crispy Cinnamon Cereal, Family Size, 18.8 oz",5.916,0.0
DairyProducts,"Land O Lakes Salted Stick Butter, 16 oz, 4 Sticks",3.168,0.25
Dairy-Milk-Refrigerated,Great Value Milk Whole Vitamin D Gallon,1.568,0.375
FruitDrinks,"Kool Aid Jammers Variety Pack with Tropical Punch, Grape & Cherry Kids Drink 0% Juice Box Pouches, 30 Ct Box, 6 fl oz Pouches",8.723999999999998,0.0
Frankfurters-Refrigerated,"Oscar Mayer Classic Uncured Beef Franks Hot Dogs, 10 ct Pack",7.88,0.0
PainRemedies-Headache,"Tylenol Extra Strength Caplets with 500 mg Acetaminophen, 100 Ct",6.582,0.0
Yogurt-Refrigerated,"Chobani Non-Fat Greek Yogurt, Vanilla Blended 32 oz, Plastic",4.464,0.125
Bakery-FreshCakes,"Little Debbie Zebra Cakes, 13 oz",3.216,0.0
Cookies,"Little Debbie Oatmeal Creme Pies, 12 ct, 16.2 oz",0.536,0.25
FrozenFoods,"Great Value All Natural Chicken Wing Sections, 4 lb (Frozen)",15.576,0.0
CleaningSupplies,"ARM & HAMMER Pure Baking Soda, For Baking, Cleaning & Deodorizing, 1 lb Box",1.848,0.125
Candy-Non-Chocolate,"HARIBO Goldbears Original Gummy Bears, 28.8 oz Stand Up Bag",11.664,0.125
Beer,"Stella Artois Lager, 12 Pack, 11.2 fl oz Glass Bottles, 5% ABV, Domestic Beer",28.314,0.0
ColdRemedies-Adult,"Equate Value Size Honey Lemon Cough Drops with Menthol, 160 Count",2.808,0.0
RefrigeratedEntrees,"John Soules Foods Chicken Breast Fajita Strips, Refrigerated, 16 oz, 18 g Protein per 3 oz Serving Size",0.0,0.5
Snacks-TortillaChips,"Doritos Nacho Cheese Tortilla Snack Chips, Party Size, 14.5 oz Bag",11.88,0.0
RefrigeratedBacon,"Oscar Mayer Fully Cooked Original Bacon, 2.52 oz Box",8.54,0.0
FreshFruit,"Fresh Raspberries, 12 oz Container",0.948,0.0
Candy-Non-Chocolate,"HARIBO Goldbears Original Gummy Bears, 28.8 oz Stand Up Bag",2.5920000000000005,0.0
Cereal-ReadytoEat,"Cinnamon Toast Crunch Breakfast Cereal, Crispy Cinnamon Cereal, Family Size, 18.8 oz",5.916,0.125
FrozenFoods,"Great Value All Natural Chicken Wing Sections, 4 lb (Frozen)",18.172,0.0
FrozenItalianEntrees,"Smart Ones Three Cheese Ziti Marinara Frozen Meal, 9 Oz Box",3.616,0.0
PetSupplies-DogFood,"Purina Dog Chow Complete, Dry Dog Food for Adult Dogs High Protein, Real Chicken, 44 lb Bag",17.502,0.625
CleaningSupplies,"ARM & HAMMER Pure Baking Soda, For Baking, Cleaning & Deodorizing, 1 lb Box",3.08,0.25
PaperTowels,"Bounty Select-a-Size Paper Towels, 12 Double Rolls, White",26.616,0.0
FruitDrinks,"Kool Aid Jammers Variety Pack with Tropical Punch, Grape & Cherry Kids Drink 0% Juice Box Pouches, 30 Ct Box, 6 fl oz Pouches",1.454,0.0
FreshEggs,"Eggland’s Best Classic Extra Large White Eggs, 12 count",0.6360000000000001,0.125
CatFood-WetType,Purina Fancy Feast Chicken Feast Classic Grain Free Wet Cat Food Pate - 3 oz. Can,0.176,0.75
SoftDrinks-Carbonated,"Coca-Cola Soda Pop, 12 fl oz, 12 Pack Cans",1.652,0.0
Lunchmeat-Sliced-Refrigerated,"Oscar Mayer Chopped Ham & Water product Deli Lunch Meat, 16 Oz Package",6.928000000000001,0.0
Cookies,"Little Debbie Oatmeal Creme Pies, 12 ct, 16.2 oz",2.144,0.25
Cereal-ReadytoEat,"Cinnamon Toast Crunch Breakfast Cereal, Crispy Cinnamon Cereal, Family Size, 18.8 oz",8.874,0.0
IceCream,"Haagen Dazs Coffee Ice Cream, Gluten Free, Kosher, 14.0 oz",3.344,0.375
LightBeer(LowCalorie/Alcohol),"Bud Light Beer, 24 Pack, 12 fl oz Aluminum Cans, 4.2% ABV, Domestic Lager",12.588,0.125
FrozenItalianEntrees,"Smart Ones Three Cheese Ziti Marinara Frozen Meal, 9 Oz Box",4.068,0.0
Lunchmeat-Sliced-Refrigerated,"Oscar Mayer Chopped Ham & Water product Deli Lunch Meat, 16 Oz Package",5.196,0.0
Snacks-PotatoChips,"Lay’s Classic Potato Snack Chips, Party Size, 13 oz Bag",2.176,0.0
Cookies,"Little Debbie Oatmeal Creme Pies, 12 ct, 16.2 oz",0.0,0.875
PetSupplies-DogFood,"Purina Dog Chow Complete, Dry Dog Food for Adult Dogs High Protein, Real Chicken, 44 lb Bag",23.336,0.0
Detergents-HeavyDuty-Liquid,"Purex Liquid Laundry Detergent Plus OXI, Stain Defense Technology, 128 Fluid Ounces, 85 Wash Loads",5.982,0.375
ToiletTissue,"Angel Soft Toilet Paper, 9 Mega Rolls, Soft and Strong Toilet Tissue",8.016,0.0
RefrigeratedDeliMeats,Goya Cooked Ham 16 oz,0.0,0.375
BabyMilkandMilkFlavoring,"Horizon Organic Shelf-Stable Whole Milk Boxes, 8 oz., 12 Pack",5.5920000000000005,0.125
BottledWater,"OZARKA Brand 100% Natural Spring Water, 16.9-ounce plastic bottles (Pack of 35)",23.952,0.0
BabyMilkandMilkFlavoring,"Horizon Organic Shelf-Stable Whole Milk Boxes, 8 oz., 12 Pack",27.96,0.0
DairyProducts,"Land O Lakes Salted Stick Butter, 16 oz, 4 Sticks",2.112,0.125
Detergents-HeavyDuty-Liquid,"Purex Liquid Laundry Detergent Plus OXI, Stain Defense Technology, 128 Fluid Ounces, 85 Wash Loads",13.958,0.25
PaperTowels,"Bounty Select-a-Size Paper Towels, 12 Double Rolls, White",8.872,0.5
CleaningSupplies,"ARM & HAMMER Pure Baking Soda, For Baking, Cleaning & Deodorizing, 1 lb Box",1.848,0.125
Bakery-FreshCakes,"Little Debbie Zebra Cakes, 13 oz",2.68,0.0
ToiletTissue,"Angel Soft Toilet Paper, 9 Mega Rolls, Soft and Strong Toilet Tissue",0.0,0.125
Frankfurters-Refrigerated,"Oscar Mayer Classic Uncured Beef Franks Hot Dogs, 10 ct Pack",3.152,0.0
Cereal-ReadytoEat,"Cinnamon Toast Crunch Breakfast Cereal, Crispy Cinnamon Cereal, Family Size, 18.8 oz",5.916,0.0
ToiletTissue,"Angel Soft Toilet Paper, 9 Mega Rolls, Soft and Strong Toilet Tissue",0.0,0.375
Snacks-PotatoChips,"Lay’s Classic Potato Snack Chips, Party Size, 13 oz Bag",6.5280000000000005,0.125
Detergents-HeavyDuty-Liquid,"Purex Liquid Laundry Detergent Plus OXI, Stain Defense Technology, 128 Fluid Ounces, 85 Wash Loads",17.946,0.125
Soup,"Maruchan Ramen Noodle Chicken Flavor Soup, 3 Oz, 12 Count Shelf Stable Package",15.952000000000002,0.125
Bakery-FreshCakes,"Little Debbie Zebra Cakes, 13 oz",4.288,0.0
PaperTowels,"Bounty Select-a-Size Paper Towels, 12 Double Rolls, White",35.488,0.0
Candy-Non-Chocolate,"HARIBO Goldbears Original Gummy Bears, 28.8 oz Stand Up Bag",7.776,0.0
RefrigeratedEntrees,"John Soules Foods Chicken Breast Fajita Strips, Refrigerated, 16 oz, 18 g Protein per 3 oz Serving Size",0.0,0.5
CleaningSupplies,"ARM & HAMMER Pure Baking Soda, For Baking, Cleaning & Deodorizing, 1 lb Box",1.54,0.875
Cookies,"Little Debbie Oatmeal Creme Pies, 12 ct, 16.2 oz",0.536,0.375
Yogurt-Refrigerated,"Chobani Non-Fat Greek Yogurt, Vanilla Blended 32 oz, Plastic",6.696,0.125
Lunchmeat-Sliced-Refrigerated,"Oscar Mayer Chopped Ham & Water product Deli Lunch Meat, 16 Oz Package",0.8660000000000001,0.0
FrozenFoods,"Great Value All Natural Chicken Wing Sections, 4 lb (Frozen)",12.98,0.0
Beer,"Stella Artois Lager, 12 Pack, 11.2 fl oz Glass Bottles, 5% ABV, Domestic Beer",28.314,0.0
RefrigeratedBacon,"Oscar Mayer Fully Cooked Original Bacon, 2.52 oz Box",1.708,0.0
FreshFruit,"Fresh Raspberries, 12 oz Container",0.0,0.875
Soup,"Maruchan Ramen Noodle Chicken Flavor Soup, 3 Oz, 12 Count Shelf Stable Package",15.952000000000002,0.0
LightBeer(LowCalorie/Alcohol),"Bud Light Beer, 24 Pack, 12 fl oz Aluminum Cans, 4.2% ABV, Domestic Lager",41.96,0.125
ColdRemedies-Adult,"Equate Value Size Honey Lemon Cough Drops with Menthol, 160 Count",7.487999999999999,0.25
PaperTowels,"Bounty Select-a-Size Paper Towels, 12 Double Rolls, White",35.488,0.0
SoftDrinks-LowCalorie,"Coca-Cola Zero Sugar Soda Pop, 16.9 fl oz, 6 Pack Cans",2.072,0.125
RefrigeratedBacon,"Oscar Mayer Fully Cooked Original Bacon, 2.52 oz Box",0.0,0.75
FruitJuice,"Capri Sun Variety Pack with Fruit Punch, Strawberry Kiwi & Pacific Cooler Juice Box Pouches, 30 ct Box, 6 fl oz Pouches",11.316,0.0
DairyProducts,"Land O Lakes Salted Stick Butter, 16 oz, 4 Sticks",3.168,0.375
ColdRemedies-Adult,"Equate Value Size Honey Lemon Cough Drops with Menthol, 160 Count",6.552,0.0
Snacks-TortillaChips,"Doritos Nacho Cheese Tortilla Snack Chips, Party Size, 14.5 oz Bag",8.316,0.0
Yogurt-Refrigerated,"Chobani Non-Fat Greek Yogurt, Vanilla Blended 32 oz, Plastic",0.0,0.0
CatFood-WetType,Purina Fancy Feast Chicken Feast Classic Grain Free Wet Cat Food Pate - 3 oz. Can,0.88,0.75
GroundandWholeBeanCoffee,"Folgers Classic Roast Ground Coffee, Medium Roast, 40.3-Ounce Canister",2.648,0.0
FrozenItalianEntrees,"Smart Ones Three Cheese Ziti Marinara Frozen Meal, 9 Oz Box",4.52,0.0
PaperTowels,"Bounty Select-a-Size Paper Towels, 12 Double Rolls, White",31.052,0.0
Candy-Non-Chocolate,"HARIBO Goldbears Original Gummy Bears, 28.8 oz Stand Up Bag",3.888,0.125
Frankfurters-Refrigerated,"Oscar Mayer Classic Uncured Beef Franks Hot Dogs, 10 ct Pack",6.304,0.0
IceCream,"Haagen Dazs Coffee Ice Cream, Gluten Free, Kosher, 14.0 oz",5.015999999999999,0.125
PetSupplies-DogFood,"Purina Dog Chow Complete, Dry Dog Food for Adult Dogs High Protein, Real Chicken, 44 lb Bag",40.838,0.125
Batteries,"Duracell Coppertop AA Battery, Long Lasting Double A Batteries, 16 Pack",25.552000000000003,0.0
Bakery-FreshCakes,"Little Debbie Zebra Cakes, 13 oz",1.608,0.0
SoftDrinks-Carbonated,"Coca-Cola Soda Pop, 12 fl oz, 12 Pack Cans",4.956,0.0
Soup,"Maruchan Ramen Noodle Chicken Flavor Soup, 3 Oz, 12 Count Shelf Stable Package",7.976000000000001,0.125
Dairy-Milk-Refrigerated,Great Value Milk Whole Vitamin D Gallon,7.84,0.0
BabyMilkandMilkFlavoring,"Horizon Organic Shelf-Stable Whole Milk Boxes, 8 oz., 12 Pack",16.776,0.0
ColdRemedies-Adult,"Equate Value Size Honey Lemon Cough Drops with Menthol, 160 Count",8.424,0.125
LightBeer(LowCalorie/Alcohol),"Bud Light Beer, 24 Pack, 12 fl oz Aluminum Cans, 4.2% ABV, Domestic Lager",16.784000000000002,0.125
RefrigeratedBacon,"Oscar Mayer Fully Cooked Original Bacon, 2.52 oz Box",8.54,0.0
SoftDrinks-LowCalorie,"Coca-Cola Zero Sugar Soda Pop, 16.9 fl oz, 6 Pack Cans",0.0,0.125
FruitJuice,"Capri Sun Variety Pack with Fruit Punch, Strawberry Kiwi & Pacific Cooler Juice Box Pouches, 30 ct Box, 6 fl oz Pouches",7.544,0.125
DairyProducts,"Land O Lakes Salted Stick Butter, 16 oz, 4 Sticks",10.56,0.0
FreshFruit,"Fresh Raspberries, 12 oz Container",6.636,0.0
